id,tweet,subtask_a
70987,hey ontario liberal billion amp multi national company green energy plan worry hook year real viable alternative hide taxis,NOT
61904,complain sp comment blame medium feel certain way actually read article basically shea know shit basically shut mouth,OFF
26138,little big I like need join chubby chaser tour,NOT
25091,today,NOT
76362,hey shit dms aight,NOT
58171,time political correctness lie know scene liberal laugh vote,NOT
18314,climate change climate fraud wealth redistribution scheme new,NOT
90363,rooney need action,NOT
70334,conservative policy antisemitism quote international recognition report vigour labour,NOT
17281,music,NOT
39929,basically psa spoonfeed liberal exactly want hear confront structural inequity help foster implement,NOT
86366,trump use lot misdirection intentionally need specific reference medium scream lie spin wiretap claim instance trump correct liar month,NOT
61944,I fuck hard,OFF
23193,rape daughter friend year old long commit suicide,OFF
62590,lie,NOT
10668,forgot run office disagree diane feinstein liberal wrong think,NOT
18622,wat leave amp liberal hve india,NOT
49371,projection doozy far leave democratic socialist antifa member amazing,NOT
46354,witch,OFF
82730,I think inconceivable try meddle people mind regard gun control I double minded use arm I peacemaker shoot start big war,OFF
22955,josh I fuck loli robot,OFF
10054,traitor,OFF
38508,political unmasking team trump prosecute american thinker,NOT
69633,hey brian tell time vote liberal gun away,NOT
92277,conway louder fellow trumpkin horrible peiple insult,OFF
29928,change assault rifle come second amendment advocate wrong rifle gun control lobby assault rifle normal rifle,NOT
89144,msm democrats liberal describe antifa peaceful demonstrator opinion democrat army prepare war ogre ogre ogre,NOT
46365,idiot actually listen suck,OFF
31306,grow register voter plan parenthood pause think speak volume,NOT
75928,big epidemic neoliberal mean liberal,NOT
88002,hillary clinton potus oop,OFF
92561,look forward bring market rum market need quality infusion time finger cross quality spice rum,NOT
48384,I conference election president minute ted lieu discuss stop trump guy support antifa maxine mentor,NOT
69418,look guy antifa write,NOT
67765,need,NOT
17631,knowwhat antifa stand signifie,NOT
81439,scary,NOT
41543,I read wage beautiful moment I suspicious article confirm,NOT
65556,option weak situation lot complex answer question tho star head big earn umpire boycott people want example serena like happen,NOT
40597,joe I swear like shit intentionally fan hospital heart attack,OFF
11050,yea gun control debate slur,NOT
31005,hero,NOT
20618,president obama I miss believe president able accept reality,NOT
54059,lmao gauteng facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy dude argue sake want lose nguni land ahahahahahaha know vaal lekwa know king tshwane know thulare dude I,NOT
65122,matter facevomite,NOT
51765,I guess I like thought burger confidential I know series tweet chair mislead public disclosure amp threaten sen,NOT
76187,live westminster utter bulshit conservative cear people live social housing look amp tenant need merit speak louder word amp tory word promise,OFF
34900,decorate disabled veteran shame know subject slanderous remark,OFF
86963,going bullshit,OFF
25139,scuttlebutt queen,NOT
81008,deserve smilingfacewithhorn,NOT
61760,hate president,OFF
65353,I try follow different liberal pander dairy monopoly offensive principal practise ppc party option reflect value fortitude right,NOT
51828,blind fool america great america americans understand difference people vote donald j trump ex clownface obama policy complete failure let seat enjoy clownface start barack obama,OFF
71735,liberal interoperate law reason sure flood court conservative judge,NOT
38799,adorable,NOT
80722,andre cury earn million neymar transfer psg,NOT
60399,maybe use peer,NOT
56563,penn state produce criminal,NOT
24398,liberal like talk plan,NOT
40868,turn cody sanjuro wilson fancy samurai probably collect fake sword,NOT
55574,I know sex sale know ridge choose daughter jmo I want hope,OFF
79621,I watch I feel like end stan jake paul analyze jake paul way try understand psychologically,NOT
42061,clueless defence minister rival anthony,NOT
65842,I know fact man,NOT
15570,farrakhan refer white people blue eyed devil repeat jews anti semitic,OFF
45129,harrison ford use renewable energy power home use power plant rest neighborhood use power plant release toxin air,NOT
31654,wow erick work phd theology pick career evangelical I understand,NOT
80375,carrey look like tranny day,OFF
32629,pick act nonsensical element portray world pseudo liberal pastime country great achievement date century spread suit agenda,NOT
25521,failure liberal experiment rush away traditional christian family value violence liberal ideology destroy society liberal create crisis situation warp attempt power away individual,NOT
74840,fuck em complete moron,OFF
21909,congress try secret shah bano strategy openly position appease muslim conservative vote try confuse position vote people india smart know real reason,NOT
75745,visit dc holocaust museum reveal hitler win popular vote seat use schutzstaffel ss intimidate opponent remind antifa thug today hitler muslims uncanny,NOT
61781,tonight expose truth accusation target supreme court pick brett kavanaugh hurricane florence damage total rise concert floodwaters amp blatant congressional republican betrayal cost election,NOT
95161,economy plummet post brexit money public service immigration work farm service doubt step,NOT
40502,cracchead lol wait leak,NOT
83208,fair save breath cry help reality hit libertarians amp conservative,NOT
14571,breitbart reliable source,NOT
27023,policy issue actual datum apply obviously familiar massive health care crisis exist legal look uncontroversial roe decision scotus statement regard,NOT
45143,I think u right deed wear jersey raisinghand,NOT
97389,lindsey graham use butt hole,OFF
84680,city avoid winter,NOT
24344,thank foldedhand follow redapple hundredpoint,NOT
45033,click fuck,OFF
41994,dem try clean sloppy,NOT
45134,chicago live proof gun control work,NOT
16036,I like bad good way miscast amazing,NOT
80628,potus right help people heart feel politicize like liberal,NOT
95640,beto anti american believe open border illegal recieve benefit texans need state red,NOT
50180,singular wipe number lib dem council north bed conservative lose local election seat try turn democratic vote,NOT
36817,guy embezzele trillion dollar american people divider people hatred american people guy trust look people bengazi trust die,OFF
55923,cute day,NOT
36981,heil facebook yeah pretty,NOT
49122,antifa,NOT
86742,b story watch football,OFF
79224,I think know denial,OFF
21220,james comey know indict youtube,OFF
99051,joe antifa bully fighter fight democracy,NOT
67324,omg care hollywood liberal,NOT
15731,end war drug slash shit taxis board repeal unconstitutional gun control law,OFF
56057,goggle dig information ga o flake facewithrollingeyes thinkingface thinkingface facewithrollingeyes beamingfacewithsmilingeyes beamingfacewithsmilingeye,NOT
84548,mass school shooting number republicans disinter gun control nra come account,NOT
27235,um bc,NOT
23029,I watch movie maniac,OFF
36578,nov election tell tale msm laud antifa alt medium expose soros shill shithead,OFF
49549,prove liberal shame whatsoever deceiver proven liar nerve speak cast shadow,OFF
16410,devil I ugly face liberal I feel sorry innocent honest brainwash,OFF
54014,soutien total stop,NOT
91171,problem devastate government amp party erg bonker amp try stop second vote result chaos conservative fear totally destroy party repress,NOT
24222,support gun control legitimate life experience know people deservedly shoot dorner,NOT
21490,look like liberal find guilty like usual start apart resistance I movement pic marche pink hat pay play,NOT
11848,different,NOT
22091,antifa tribute song,NOT
80114,I dem kavanaugh hearing bring common sense gun control time time chicago guy chicago tough gun law country gun violence capital usa dick,OFF
31207,need complete total gun control philly need follow footstep chicago london,NOT
48870,parasitic lump,OFF
12604,goo goo google baby lightskintone,NOT
28760,chelsea like I hysterical radical ignore fact exercise fear monger science help sure woman unborn safe today morning pill great advance sanctity life ensure mom baby,NOT
55558,damn I drink fight right ooh rah party time antifa pinata,NOT
41825,lucy hale travel I m poite,NOT
79518,stop family air time exactly trump,NOT
89064,wonder antifa wunderkind want work,NOT
11305,carrey weird like peewee herman,OFF
54676,lyin amp sexual assault accuser professor willing testify senate committee,NOT
12780,good cast announcement riker excited love meet twice sweet,NOT
34214,gibraltar people hostage remain negotiation care fig,NOT
67813,yes access gun drop suicide rate accidental injurie snd desth prove look single country strict gun control unkess want prove country bad,OFF
39651,glad winner,NOT
88705,clarify water birth physically bear spiritual birth obviously spiritually die sinful flesh reborn sinless cleanse blood salvation sin debt pay praise god,OFF
48800,speak manner layman term misinterpret people know liberal democrats prove everyday believe I bad talk issue barbarically,NOT
45985,rapid dog zanyface,OFF
26147,teach child constitution song,NOT
31786,listen carefully,NOT
88866,fudge report apparently socialist kind label successful capitalist high moral opportunity society dumb follower,OFF
76963,terrorist organization exactly antifa criminal organization,NOT
34534,email feinstein winkingfacewithtongue,NOT
65327,account antifa twin try twist usual game,NOT
67709,insanity,OFF
68714,tell sell council house deregulate rental housing market solution lead housing cheap rent home ownership look homeless figure sky high rent lack tennant right profit sell public land,NOT
